"Name","title","gender_id","birth_year","death_year","data_source_id","notes"
William John Busteed,NA,1,1836,1914,1,"ChingleputMadras [1867]21 South Terrace, Co. Cork, Ireland [1872]c/o Messrs Binny and Co., Madras [1875]c/o Messrs Grindlay and Co., 55 Parliament Street, SW [1881]37 Hawke Road, Upper Norwood, SE [1909]"
Henry Butler,NA,1,1838,NA,1,"Admiralty, Somerset House, WC Blackheathin A6:2 12 New Street, Spring Gardens, WC and the Admiralty are crossed out and replaced by 86 St James St 86 St James's Street, SW [1872]"
James Butler,NA,1,NA,NA,1,"35 Lansdowne Road, Notting Hill89 Chancery Lane, EC [1879]"
Charles Buxton,NA,1,1823,1871,1,"7 Grosvenor Crescent, SW "
Isaac Byerley,NA,1,1814,1897,1,"Seacombe, Cheshire"
George Byham,NA,1,1826,NA,1,"War Office, Pall Mall SW and Ealing "
John O'Connell Byrne,NA,1,NA,NA,1,"24 Mark Lane, EC"
Oliver Byrne,Prof.,1,1810,1890,1,
Benjamin Bond Cabbell,NA,1,1782,1874,1,"52 Portland Place, W "
Henry Callaway,Revd.,1,1817,1890,1,"Springvale, Natal"
Thomas Callaway,Dr,1,1822,1869,1,"Maison Limozin, Place Besson, Algiers c/o Montague Gossett, Esq., 4 Coleman Street, City"
John Calman,NA,1,NA,NA,1,"Kabenda, West Africa"
Luigi Calori,Prof. Cav.,1,1807,1896,1,Bologna
Frank Calvert,NA,1,1828,1908,1,Dardanelles
George Calvert,NA,1,NA,NA,1,Gambia
Charles Duncan Cameron,Capt.,1,NA,1870,1,"[no address given 1862]Mapowah, Abyssinia [1863]Massouah, Abyssinia [1864] spelt Nassowah [1867], Massowah in 68Foreign Office"
Archibald Campbell,NA,1,1805,1874,1,"104 Lansdown Rd Kensington Park Notting Hill WFarnham Royal, Slough [1872]"
Francis Campbell,NA,1,1798,1877,1,"Tarban, New South Wales145 Elizabeth St., Sydney, Australia [A6:1]Wellwood, Gladesville, NSW [A10:1][1872]"
George (1) Campbell,Sir,1,1824,1892,1,"AthenaeumCalcutta and Athaneaeum Clubs [1867]60 George's Square SW... Bengal [1869]13 Cornwall Gardens, South Kensington, S.W. [1875]17 Southwell Gardens, South Kensington, SW [1888]"
George (2) Campbell,NA,1,NA,NA,1,"[no address given in 1862, 63]"
Henry Campbell,NA,1,NA,NA,1,"6 Claremont Gardens, Glasgow [1864]Walkinshaw, Paisley [1866]29 Ingram Street, Glasgow [A6:1][1869]"
James Campbell,NA,1,NA,NA,1,"Bangkok, Siam (care of Messrs Smith and Elder, Cornhill) [1864]HM Consulate, Bangkok, Siam c/o Messrs Henry S. King and Co., Cornhill, EC [1872]The Grange, Chigwell row, Essex [1875]7 Fairfield Road, Croydon [1885]"
Montgomery Campbell,NA,1,NA,NA,1,"39a Wigmore Street, Cavendish Square, W. Vernon Place, Scarborough [1864]Lanvalley, Dinan, Bretagne, France [A6:1]"
Robert Campbell,NA,1,1829,1884,1,"Abbeokuta, Lagos, W. Africa"
T A Campbell,NA,1,NA,NA,1,Sydney
Walter Campbell,Capt.... Major... Col.,1,NA,NA,1,"Athlone Ireland... Newcastle upon Tyne...care of Messrs. Cox and Co., Craig's Court, S.W.Leicester [1879]Ugglebarnby, near Whitby... c/o Messrs Cox and Co., Craig's Court, SW [1881]"
Francis Campin,NA,1,NA,NA,1,"6 Salisbury St., Strand [1866]2 Romney Place, Greenwich [A6:1, list Aug 20 1866]"
William Camps,NA,1,NA,1887,1,"The Hall, Wilburton Ely... 84 Park street Grosvenor Square52 Park street Grosvenor Square [1862]"
Thomas Cannon,NA,1,NA,NA,1,"13 Paternoster Row, EC "
Jean-Francois Caplin,Dr,1,1790,1872,1,"9 York Place, Portman Square, W.  "
Charles Capper,NA,1,1822,1869,1,"9 Mincing Lane, EC  "
Charles Napoleon de Cardi,Count,1,1844,1906,1,Brass River W. coast& Liverpool
William D Carey,Capt.... Major,1,1837,1917,1,"Shoeburyness, Essex [1865]Gibralter [1875]Cork [1881]Ceylon [1883]23 East Park Terrace, Southampton [1894]22 Archers Road, Southampton [1897]"
John Burford Carlill,NA,1,1814,1874,1,"57 Berners St. W.42 Weymouth St. W. [A6:1][1869]"
Frederick Stanley Carpenter,NA,1,1817,1890,1,"109 Victoria Street, SW [1868]10 Elgin Road Dublin [1869]c/o Mrs Trygarn Griffith, Carreglwyd, Holyhead[1870]"
Robert Carrington,NA,1,NA,NA,1,"Admiralty, Whitehall"
George Carter,NA,1,NA,NA,1,Mottingham Kent
Samuel Cartwright,Prof.,1,1789,1864,1,"32 Old Burlington Street, W. "
Facundo Carulla,NA,1,NA,NA,1,"182, Higher Cambridge St., Manchester [1864](care of) Messrs J. Daglish and Co., Harrington Street, Liverpool and 91 Paseo de Julio, Buenos Ayres "
Carl Gustav Carus,Prof.,1,1789,1869,1,Dresden
John Cassell,NA,1,1817,1865,1,"La Belle Sauvage Yard, Ludgate Hill, EC"
FranÃ§ois Louis Nompar de Caumont La Force Castelnau,M. de,1,1810,1880,1,Paris
Henry James Castle,Prof.,1,NA,NA,1,"Kings College, London"
Daniel de Castro,NA,1,NA,NA,1,"5 Mitre Court, Temple"
George Catlin,NA,1,1796,1872,1,Brussels [1866]
John Cavafy,NA,1,1838,1901,1,"26 Pembridge Gardens, Bayswater [1864]13 Arlington Street, Piccadilly [1872]2 Upper Berkeley Street, Portman Square, W. [1875, hand written][1881 list]5 Whitehall, Charing Cross [A6:1]c/o Mrs Ralli, St Catherine's Lodge, Hove, Sussex [1899]10 Fourth Avenue, Hove, Sussex [1899 vol. 29]"
Richard Cavendish,Lord,1,1794,1876,1,Chislehurst Kent and Athenaeum
"Antonio de La, jun Cerda",Don,1,1834,1885,1,"S. Salvador de Bahia, Brazil"
Edwin Chadwick,NA,1,1800,1890,1,"[9 Park Villas, Richmond, SW]: from SEAMC list 1859 60"
Hugo Mavesyn Chadwick,NA,1,1793,1854,1,"Mavesyn Ridware, Staffordshire"
John Henry Challis,NA,1,1806,1880,1,"35 St James Place, SW"
William Chamberlin,NA,1,NA,NA,1,"4 Hervey Terrace, Brighton "
Charles Harcourt Chambers,NA,1,1826,1876,1,"55 Blessington Rd Lee2 Chesham Place SW [1862, 1864, list Aug 20 1866, 1867, 1869, 1870, 1872]4 Devonshire Buildings, Weymouth [1866]Mundesley, North Walsham, Norfolk"
Escott Chambers,NA,1,NA,NA,1,
William Chambers,NA,1,1809,1882,1,Aberystwith
James Champley,NA,1,NA,1888,1,"8 Albion Place, Westborough, Scarborough"
Frank Chance,NA,1,1825,1897,1,"48 Eversfield Place, S. Leonard's on Sea [1864]Vandevelde House, 2 S. Margaret's Place, S. Leonard's on Sea [1865]Croft Lodge, Barton Rd., Cambridge [1866]in A6:2 above address crossed out, replaced by Burleigh House, Sydenham Hill, SE [address for 1872]"
David Charles,Revd.,1,1812,1878,1,"Abercarn, near Newport, Monmouth"
Edward Charlesworth,NA,1,1813,1893,1,"Whittington Club, WC [A3]113a Strand [1872]142 Strand, WC [1879]277 Strand, WC [1881]16 Nelson Square, Blackfriars, S.E. [1883]"
Henry Charlton,NA,1,NA,1872,1,Birmingham
William Charlton,NA,1,1814,1880,1,"Hesleyside, Bellingham, Hexham [1862]"
Frederick Chatfield,NA,1,1801,1872,1,"12 Pall Mall and Athenaeum Club [1862]"
Samuel Cheetham,NA,1,1827,NA,1,"Roslin Villa, Oxton, Cheshire & Fernando Po20 West Leacombe, Cheshire, and Fernando Po, W. Africa [1867]20 West Leacombe, Cheshire [A6:1 crossed out]"
F W Chesson,NA,1,NA,NA,1,"3 Catherine Terrace, Lansdowne Road, S."
Hendrick Agnis Chignell,NA,1,1833,1879,1,"47 York Road, Brighton  Cobden House, Cobden Place, Brighton [A6:1]Eton College, Windsor [1869]"
William Dinsdale Child,NA,1,NA,1879,1,"2 [8] Finsbury Place South EC [8 in 1870]"
Robert Caesar Childers,NA,1,1838,1876,1,"Cantley, Yorkshire [1865]Woodleigh, Southborough, Tonbridge Wells [1866]17 Prince's Gardens, W. [1867][crossed out in A6:1]Laurel Lodge, Barnet, Herts. [A6:1][1869]"
Robert Walker Childs,NA,1,NA,NA,1,
Samuel Chinnery,NA,1,1828,NA,1,"146 The Grove, Camberwell58 rue Lafayette, Paris c/o 67 Lower Thames St [A6:1, list Aug 20 1866][78 rue lafayette in list 1867.07.15, list Aug 1 1869]"
William Nathan Chipperfield,NA,1,1822,1873,1,"Madras (c/o Mr H.K. Lewis, 136 Gower St)"
P H Chittenden,NA,1,NA,NA,1,"South Lodge, Lee Park, SE"
T J Cholmondeley,Col. the Hon.,1,1818,1883,1,"Abbots Moss, Northwich, Cheshire"
William Dingle Chowne,NA,1,1791,1870,1,"[8 Connaught Place, West, Hyde Park, W]from SEAMC list 1859 60"
Henry Christy,NA,1,1810,1865,1,Kingston upon Thames [1854]103 Victoria St Westminster SW [1862]
Thomas junior Christy,NA,1,NA,NA,1,
James Graham Churcher,NA,1,NA,NA,1,"55 Blessington Road, Lee SE [1862]"
Henry Clare,Revd.,1,NA,NA,1,"Crossens, North Meots, Ormskirk [1864]Clevedon, Somerset [1865]"
x Clarendon,Rt. Hon. the Earl of,1,1800,1870,1,"Grosvenor Crescent, W"
x Clark,Prof.,1,NA,NA,1,
Henry Clark,Dr,1,NA,NA,1,"3 Upper Morla Place, Southampton"
James Clark,Sir,1,1788,1870,1,Bushy Park [1862]
C Clarke,Sir,1,NA,NA,1,
Henry Wilberforce Clarke,Lieut.,1,1840,1905,1,"Stanton Rectory, W. Winchcombe, GloucesterAdelaide House, Malvern [A5, list Aug 20 1866]Calcutta [A6:1]"
Hyde Clarke,Dr,1,1815,1895,1,"Villa Falkenberg, Boujahia Azazieh, Smyrna (c/o Kelly & Co., Old Boswell Court, EC)[1866]32 St George's Square Pimlico SW... Smyrna [list Aug 20 1866]"
John Clarke,Revd.,1,1802,1879,1,Savanna La Mar Jamaica
Robert Clarke,NA,1,NA,NA,1,"26 Duke St [1862]"
William Henry Claus,NA,1,NA,NA,1,"Bonny, West Coast Africa (c/o African Merchants Company Ltd., Liverpool)Marton Lane, Grove HillMiddlesborough [A6:1]"
William Aloysius Clavering,Sir,1,1800,1872,1,Athenaeum Club SW [1862]
T H  Jun Clay,NA,1,NA,NA,1,"Matagalpa, Nicaragua"
William Clay,Sir,1,1791,1869,1,Cadogan Place91 Eaton Square [1862]
John (1) Cleghorn,NA,1,NA,NA,1,"The Mount, York [1869]9 Spring Gardens [1872]3 Spring Gardens... and Union Club, Charing Cross. [1875]"
John (2) Cleghorn,NA,1,NA,NA,1,"Wick, Caithness, NB"
John Cleland,NA,1,1835,NA,1,"181 Pitt Street, Glasgow"
William James Clement,NA,1,1802,1870,1,"The Council House, Shrewsbury"
John Clendinning,NA,1,NA,NA,1,
H Clerk,"Lieut. Col. (1865), General, later Major General",1,NA,NA,1,"Royal Arsenal, Woolwich [1864]3 Hobart Place, Eaton Square, S.W. [1872]40 St Ermin's Mansions, Westminster SW [1894]Mountfield, 5 Upper Maze Hill. St Leonards, Sussex [1899 vol. 29]"
Maurice Philip Clifford,Revd.,1,NA,NA,1,"Hospital of St John & St Elizabeth, 47 Great Ormond Street, WC"
William Clift,NA,1,1775,1849,1,
Edward North Clifton,NA,1,NA,NA,1,
F W Coates,NA,1,NA,NA,1,"10 Westover Villas, Bournemouth8th Branch, Custom House, EC [A6:1]"
Henry Coates,NA,1,NA,NA,1,"Chelsea, SW8th Branch, Custom House, EC [1867]"
Thomas Coates,NA,1,NA,NA,1,
Frederick Cock,NA,1,NA,NA,1,"1 Westbourne Park Terrace, Porchester Square"
John jun Cock,NA,1,NA,NA,1,"South Molton, Devonshire"
W  Spencer Cockings,NA,1,NA,NA,1,"20 University St, Gower Street [1862] N College"
James Coke,NA,1,NA,NA,1,"Kinillan, Edinburgh"
John Colam,NA,1,1827,1910,1,"105 Jermyn St. Saint James"
W P Colchester,NA,1,NA,NA,1,"Bassingbourn Royston, Cambridge"
Henry Cole,NA,1,1808,1882,1,"Science and Art Department, Kensington W. "
Richard Beverley Cole,NA,1,1829,1901,1,San Francisco
Vicat Cole,NA,1,1833,1893,1,"Holmbury Cottage, near Dorking, Surrey8 Victoria Road, Kensington, W [A6:1][1872]Little Camden House, Kensington [1875]"
Thomas Edward Colebrooke,Sir,1,1813,1890,1,"57 South Street Park Lane [1862]"
Edmund Walter Coleman,NA,1,NA,1870,1,"The Royal Hospital, Haslar, Gosport"
John Sherrard Coleman,NA,1,1828,1905,1,"15 Lincoln's Inn Fields [1854]Grecian Chambers, Devereux Court, Essex Street, WC [1888]14 Bell Yard, Temple Bar, EC [1894]"
x Collier,Dr,1,NA,NA,1,
John Payne Collier,NA,1,1789,1883,1,Maidenhead 
Thomas Collings,NA,1,1798,1869,1,"4 Lansdowne Road, Hampton Wick, SW "
John Frederick Collingwood,NA,1,1830,1923,1,"4 S. Martin's Place WC and 54 Gloucester Street, Belgrave Road, SW [1863]Science Club, Savile Row, W [1881]96 Great Portland Street, W [1894]New Athenaeum Club, Suffolk Street, S.W.5 Irene Road, Parsons Green, SW [1899]8 Oakley Road, Canonbury, N. [1913]"
S  Edwin Collingwood,NA,1,NA,NA,1,"26 Buckingham Place, Brighton [list Aug 20 1866]: 46 Denbigh street, Pimlico   crossed out and replaced by   Barrington Ho. Dorking4 St Martin's Place, WC [1869]"
W W Collins,NA,1,NA,1880,1,"15 Buckingham St [1862]2 Hereford Square Old Brompton [1869]1 Drayton terrace, Old Brompton, SW [1875]"
John (1) Collinson,NA,1,1842,1922,1,"9 Clarendon Gardens, Maida Hill37 Porchester terrace, Hyde Park, W [1875]13 Palace Gate, W. [1881]90 Cromwell Road, SW [1883]"
x Colonsay,Rt. Hon. Lord,1,1793,1874,1,New Club Edinburgh
John Congreve,Revd.,1,NA,NA,1,"Lower Tooting, Surrey"
John Conolly,NA,1,1794,1866,1,Hanwell [1862]
Moncure Daniel Conway,NA,1,1832,1907,1,"51 Notting Hill Square [1869]2 Pembroke Gardens, Kensington, W. [1875][crossed out by hand in favour of address below]Hamlet House, Hammersmith, W [1879]Inglewood, Bedford Park, Chiswick, W. [1881]"
Samuel John Cooke,NA,1,NA,NA,1,"57 Camden Square, NW"
William Fothergill Cooke,Sir,1,1806,1879,1,"Electric Telegraph Office, London [1864]4 Cavendish Road, Leeds [1866]Aberia, via Carnarvon, N. Wales [list Aug 20 1866]Branksey Lodge, Park Road, Balham, S. [1872]"
William Gifford Cookesley,Revd.,1,1802,1880,1,"St Peter's Square, Hammersmith"
Daniel Cooper,Sir,1,1821,1902,1,"20 Prince's Terrace [or Gardens], W. [in list Aug 20 1866 Terrace is crossed out, replaced by Gardens, South Kensington, W.]"
Frederick Cooper,NA,1,NA,NA,1,"131 Piccadilly W"
Holmes Coote,NA,1,1817,1872,1,"12 Queen Anne Street, Cavendish Square [1865]13 Prince's Street, Hanover Square [A6:1]"
George Ford Copeland,NA,1,1810,1873,1,"Bays Hill, Cheltenham [1862]"
H Copham,NA,1,NA,NA,1,
Thomas Copings,NA,1,NA,NA,1,"4 Lansdowne Road, Hampton Wick, SW"
William C Copperthwaite,NA,1,1809,1890,1,"New Malton, Yorkshire"
Tullie Cornthwaite,Revd.,1,1807,NA,1,"Walthamstow, Essex [1862]"
William Cory,NA,1,NA,1868,1,"4 Gordon Place, WC [1864]Devonshire Place House, NW [A5, list Aug 20 1866]"
Frederick William Cosens,NA,1,1819,1889,1,"Larkbere Lodge, Clapham Park [A6:1]186427 Queen's gate, Kensington, SW [1875]7 Melbury Load, Kensington, W. [1885]"
Handel Cossham,NA,1,1824,1890,1,"Shortwood Lodge, Bristol "
F L Cotton,NA,1,NA,NA,1,"4 King Edward's Road, Hackney29 Gracechurch St, EC [A6:1]"
W Coulson,NA,1,1795,1860,1,
Samuel Courtauld,NA,1,1793,1881,1,"Gosfield Hall, Halstead, Essex [1864] and53 Portland Place, Marylebone [1866]76 Lancaster Gate, Hyde Park [1869]"
F G Courthope,NA,1,NA,NA,1,"40 Wilton Crescent, W.Church Farm, Cheam, Surrey [1867 list]"
J  Jermyn Cowell,NA,1,NA,NA,1,"41 Gloucester Terrace, Hyde Park, W "
Joseph jun Cowen,NA,1,1829,1900,1,"Stretton House, Newcastle on TyneStella House, Newcastle... St Nicholas Bdgs, Newcastle [A6:1]"
Henry Augustus Cowper,HBM Consul,1,NA,NA,1,"HBM Consul Puerto Rico, West Indies, Agents, Messrs Woodhead and Co., 44 Charing crossLangham Cottage, Twickenham [1883]84 Elgin Crescent, Notting Hill [1885]113 Gloucester Terrace, Hyde Park, W [1888]"
Irwin Edward Bainbridge Cox,NA,1,1838,1922,1,"Ivor House, Barnet Gate NW 1 Essex Court, Middle Temple, EC"
J W  Conrad Cox,NA,1,NA,NA,1,"Lloyds Exchange [A3]32 Westbourne Place, Eaton Square and4 Grove Hill, Woodford, NE [both in 1864, later only in 1865]in A6:2 21 Threadneedle Street, EC crossed out and replaced by The Lombard Exchange"
W T Cox,NA,1,NA,NA,1,"The Hall, Spornton, Derby "
James Coxe,Sir,1,1811,1878,1,"Kinellan, Edinburgh [1867 list]"
Arthur Edmund Crafter,NA,1,1838,1884,1,"4 Ridgeway Place, Wimbledon, Surrey "
Henry Valentine Crassweller,NA,1,NA,NA,1,"133 Leighton Road, Kentish Town, NW [1864]54 Hungerford Road, Camden Road, N. [1866]"
Thomas William Craster,NA,1,1829,1888,1,"Middlesboro' on Tees, Yorkshire"
Tom junr Craston,NA,1,NA,NA,1,"2 Romsey Road, Stockwell Park, S and Fernand Vas [or Vaz] West Africa"
Robert Crawford,NA,1,NA,NA,1,Westbrook... Reform Club
Frederick A B Crawfurd,Capt.,1,NA,NA,1,"41 Claverton St., Pimlico[and Woodhead & Co., 44 Charing Cross A6:1]"
John Crawfurd,NA,1,1783,1868,1,"21 Wilton Street Grosvenor Place15 William St Lowndes Sq SW[1862]4 Elvaston Place [A2:2]Athenaeum Club [1865]14 Elvaston Place, Queen's Gate, SW and Athenaeum Club [1867][4 Elvaston in 68]"
Oswald John Crawfurd,NA,1,1834,1909,1,Foreign Office[1861]... Oporto [1870]
W J Crichton,Revd.,1,NA,NA,1,"11 Eaton Place [1862]"
George Critchett,NA,1,1817,1882,1,"75 Harley Street, Cavendish Square, W."
J  McGregor Croft,NA,1,NA,NA,1,
Thomas Francis Dillon Croker,NA,1,1831,1912,1,"6 Strand [1857]19 Pelham Place Brompton SW [1862] [9 in 1869, 1870]"
J M Crolly,Revd.,1,NA,NA,1,"Trimdon, Durham"
A G Cross,NA,1,NA,NA,1,CSL China
Henry Crowley,NA,1,NA,1887,1,"Corporation Street, Manchester [1864]Smedley New Hall, Manchester [1875] Belair, Trafalgar Road, Birkdale Park, Southport [1881]"
Jonathan Sparrow Crowley,NA,1,1826,1888,1,"Lavender Hill S [1862]Sudbury, Middlesex, NW"
George Rayner Croxford,NA,1,NA,NA,1,"Rayner Cottage, Forest Gate, Essex, E. "
Moore A Cuffe,NA,1,NA,NA,1,"9 Camden Crescent Bath"
Richard Cull,Revd.,1,NA,1892,1,"12 [13 in 1862, 1869, 1872] Tavistock St Bedford Square [12 in 1879]12 Tavistock Street, Bedford Square WC [1883]"
Henry Syer Cuming,NA,1,1817,1902,1,"65 Kensington Park Road"
Richard S Cunliffe,NA,1,NA,1879,1,"12 Centre St Glasgow21 Carlton Pl Glasgow [1862]Carlton House, Stirling [1875]"
Alexander Cunningham,Major General,1,1814,1893,1,"1 Clarendon Rd Kensington... c/o Messrs Henry S. King & Co., 65 Cornhill ECcare of Messrs. Henry S. King and Co., 65 Cornhill, E.C.2 Cranley Mansion, Gloucester Road, South Kensington, SW [1888]"
Manockjee Cursetjee,Mr Justice,1,1808,1887,1,Bombay... 6 Southwick Place Hyde Park
Edward Barrett Hodges Curteis,NA,1,NA,1886,1,"Leasam Park House, Rye, Sussex... and Conservative Club, S.W."
John Cuthbert,NA,1,NA,NA,1,"Belmont House, Winchmore Hill"
John Richmond Cuthbert,NA,1,NA,1901,1,"Chapel Street, Liverpool "
George Cutler,NA,1,NA,NA,1,Broomhill House Sheffield [1862]Nelson Terrace Sheffield [1869]
William Barrington D'Almeida,NA,1,1841,1897,1,"The Grange, West Molesy, Surrey [1867.03.19]19 Green Park, Bath [1867.04.02]"
Marie-Armand de Castera-Macaya D'Avezac,NA,1,1798,1875,1,"42 Rue du Bac, Paris [1862]"
Jean Baptiste Julien D'Omalius d'Halloy,"Le Baron, Prof.",1,1783,1875,1,"BrusselsCiney, Belgium [1872]"
S J Da Costa,NA,1,NA,NA,1,"7 Orsett Place, Westbourne Terrace, SW"
x Daa,Prof.,1,1809,1877,1,"Christiana, Norway"
T Dakin,NA,1,NA,NA,1,Abchurch [?] Lane
David Dale,NA,1,1829,1906,1,West Lodge Darlington [1862]
G P Dall,NA,1,NA,NA,1,"Falconer House, Scarborough"
Eugene Dally,Dr,1,1833,1887,1,"Paris5 Rue Legendre, Paris [1885]"
G  Wythes Daniell,NA,1,NA,NA,1,"38 Bessborough St Pimlico Cambridge Street, Warwick Square, SW [1881]Chandos Lodge, Blenheim Road, Bedford Park, Chiswick [1888]"
William Freeman Daniell,NA,1,1818,1865,1,Sierra Leone
Robert Dukinfield Darbishire,NA,1,1826,1908,1,"Victoria Park Manchester... 26 George Street Manchester1 St James's Square, Manchester [1894]"
Frederick Whittock Darby,NA,1,NA,NA,1,"The Priory, Earl's Court, and New Reform Club, Jermyn Street, SW"
Camille Dareste,Prof.,1,1822,1899,1,"Rue de l'Abbaye, Paris [1863]37 Rue de Fleurus, Paris [1888]"
P  Francis Dart,NA,1,NA,NA,1,
George Russell Dartnell,NA,1,1799,1878,1,"Insp. Genl. of Hospitals â€“ Arden House, Henley in Arden, Warwickshire"
Charles Darwin,NA,1,1809,1882,1,"Down, Bromley, Kent"
Erasmus (Ras) Darwin,NA,1,1804,1881,1,"6 Queen Anne St [1862]"
George Webbe Dasent,NA,1,1817,1896,1,
Arthur Dashwood,NA,1,NA,NA,1,"Lampeter CottageSt David's College, Lampeter, Cardiganshire [1869]"
Samuel Davenport,Hon.,1,1818,1906,1,"Adelaide, New South Wales"
John George Davey,NA,1,NA,NA,1,"Northwoods, near Bristol"
John Davidson,NA,1,NA,NA,1,"Morrison's Court, Wellgate, Dundee"
I Davie,NA,1,NA,NA,1,West Strand
F  Drummond Davies,NA,1,NA,NA,1,"Hare Court, Temple [1865]2 Dr Johnson's Buildings, Temple [1866]"
Jesse Conway Davies,NA,1,1822,NA,1,"Ivy House, Holywell"
William Davies,NA,1,NA,NA,1,"County Asylum, Shrewsbury"
Edmund Francis Davis,NA,1,1845,1889,1,"Tavistock House, Tavistock Square6 Cork Street, W. [1869]"
Frederick E Davis,NA,1,NA,NA,1,"53 Leinster Square, Bayswater"
George Henry Daw,NA,1,NA,NA,1,Chiselhurst Kent
William Boyd Dawkins,Sir,1,1837,1929,1,"Birch View Norman Rd Rusholme Manchester [1869] Woodhurst, Wilmslow Road, Fallowfield, Manchester [1883]Fallowfield House, Fallowfield, Manchester [1903]"
George Dawson,NA,1,1821,1876,1,"The Brook House, Bromsgrove [1863]Shenstone, Lichfield [1864] and Lee Crescent, Birmingham [1866]40 Belgrave Road, Birmingham [1865]Hawkesley, West Heath, near Birmingham [1869]"
Walter F Dawson,NA,1,NA,NA,1,"13 Old Quebec St., Portman Square, and Arts Club"
G T Day,NA,1,NA,NA,1,
Samuel Phillips Day,NA,1,NA,NA,1,"1 New Millman Street, Guildford Street, WC [1865]County Hotel, Carlisle [1866]"
John junr De Horne,NA,1,NA,NA,1,"137  Offord Road, Barnsbury Park, London, N. "
Octave Delepierre,NA,1,1802,1879,1,Brussels
Walter Cooper Dendy,NA,1,1794,1871,1,"5 Suffolk Place [corrected to Street in A6:2], Pall Mall"
George Denman,Hon.,1,1819,1896,1,
George Dennis,HM Vice Consul,1,1814,1898,1,Bengazi... Smyrna
x Derby (formerly Stanley),Earl of (formerly The Rt. Hon. the Lord),1,1841,1908,1,"23 S. James's Square, SW"
M Des Barres,Hon.,1,1800,1885,1,Nova Scotia
Jules Desnoyers,NA,1,1800,1887,1,Paris
Charles William Devis,NA,1,NA,NA,1,"Queen's Park, Manchester "
x Devonshire,His Grace the Duke of,1,1808,1891,1,Devonshire House Piccadilly [1862]
Hugh Welch Diamond,NA,1,1809,1886,1,
George Dibley,NA,1,NA,NA,1,"72 Malden Road, N.W. [1864]Amaranth House, King Henry's Road, Adelaide Road, NW [1866]"
John jun Dickinson,NA,1,NA,NA,1,Athenaeum Club [1862]
John Jun Dickinson,NA,1,1782,1869,1,"39 Upper Brook street W"
Henry Dickman,NA,1,NA,NA,1,Ceylon
Charles Sheffield Dickson,Capt.,1,NA,NA,1,
Peter Dickson,NA,1,NA,NA,1,"28 Upper Brook Street Grosvenor Square"
Ernest Dieffenbach,NA,1,1811,1855,1,
x Diezmann,Dr,1,NA,NA,1,"San Juan del Norte, Nicaragua"
Charles Wentworth Dilke,Sir,1,1843,1911,1,"76 Sloane St, SW"
John Dingle,Revd.,1,1812,1885,1,"The Vicarage, Lanchester, near Durham and 13 North Grove, Mildmay Park, Islington, N. [7th list]"
Henry Distin,NA,1,NA,NA,1,"12 Lambeth Terrace, S."
Thomas J Dobson,NA,1,NA,NA,1,Kingston upon Hull 
Jacob Ludwig Dohne,Revd.,1,1811,1879,1,Natal S. Africa
